Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"scrollToElement(findTestObject(""register/fill profile/Page_/scroll""), 0, STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-30 12:52:29,2022-11-30 12:52:31,1.971s,PASSED
"click(findTestObject(""register/fill profile//Edit""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-30 12:52:31,2022-11-30 12:52:32,0.620s,PASSED
"setText(findTestObject(""register/fill profile//Ownership_Email""), ""s@gmail.com"", STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-30 12:52:32,2022-11-30 12:52:34,1.880s,PASSED
"click(findTestObject(""register/fill profile//select 1""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-30 12:52:34,2022-11-30 12:52:35,0.970s,PASSED
"click(findTestObject(""register/fill profile/li_(968)""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-30 12:52:35,2022-11-30 12:52:36,1.240s,PASSED
"setText(findTestObject(""register/fill profile//Ownership_Phone""), ""300411696"", STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-30 12:52:36,2022-11-30 12:52:37,1.368s,PASSED
"click(findTestObject(""register/fill profile//select2""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-30 12:52:37,2022-11-30 12:52:39,1.040s,PASSED
"click(findTestObject(""register/fill profile/li_(971)""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-30 12:52:39,2022-11-30 12:52:39,0.812s,PASSED
"setText(findTestObject(""register/fill profile//Ownership_Mobile""), ""300411696"", STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-30 12:52:39,2022-11-30 12:52:41,1.336s,PASSED
"click(findTestObject(""register/fill profile/Update""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-30 12:52:41,2022-11-30 12:52:41,0.758s,PASSED
"scrollToElement(findTestObject(""register/fill profile/Page_/focus2""), 5)",Chrome 107.0.0.0,,,2022-11-30 12:52:41,2022-11-30 12:52:42,0.761s,PASSED
"focus(findTestObject(""register/fill profile/Page_/input__ManagementDetails""))",Chrome 107.0.0.0,,,2022-11-30 12:52:42,2022-11-30 12:52:43,0.622s,PASSED
"click(findTestObject(""register/fill profile/Page_/input__ManagementDetails""), STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-30 12:52:43,2022-11-30 12:52:58,15.533s,PASSED
"setText(findTestObject(""register/fill profile/Page_/input__OwnershipDetailsName""), ""Ashraf fawzy"", STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-30 12:52:58,2022-11-30 12:52:59,1.004s,FAILED
,,,,,,,
Test Cases/Auditor new request- small comp-Approve,Chrome 107.0.0.0,,,2022-11-30 12:53:02,2022-11-30 12:53:37,35.715s,FAILED
"callTestCase(findTestCase(""Login Auditor""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-30 12:53:03,2022-11-30 12:53:35,32.535s,FAILED
,,,,,,,
Test Cases/Supervisor Approve,Chrome 107.0.0.0,,,2022-11-30 12:53:37,2022-11-30 12:54:14,36.095s,FAILED
"callTestCase(findTestCase(""Login Supervisor""), [:], STOP_ON_FAILURE)",Chrome 107.0.0.0,,,2022-11-30 12:53:38,2022-11-30 12:54:11,32.994s,FAILED
